date,day_name,is_friday,is_monday,days_to_expiry,is_expiry_week,close,gap_points,gap_pct,actual_target,prob_base,conv_base,trade_base,hit_base,pnl_base,trade_step_a,hit_step_a,pnl_step_a,prob_spec,conv_spec,trade_spec,hit_spec,pnl_spec
2026-04-17,Friday,True,False,13,False,1380.6063232421875,0.7928483580390093,0.057427547932498275,1,0.878,0.878,True,True,-3190.64,True,True,-3190.64,0.9029,0.9029,True,True,-3190.64
2026-04-20,Monday,False,True,10,False,1357.9134521484375,-0.29736015260755266,-0.021898314074220347,0,0.4104,0.5896,True,True,-996.89,False,,0.0,0.4272,0.5728,False,,0.0
2026-04-21,Tuesday,False,False,9,False,1350.282958984375,-2.5764340616854042,-0.19080697453393675,0,0.6339,0.6339,True,False,-1673.98,False,,0.0,0.6898,0.6898,True,False,-1673.98
2026-04-22,Wednesday,False,False,8,False,1309.2572021484375,-4.162020227608082,-0.3178917191196945,0,0.73,0.73,True,False,-2021.33,True,False,-2021.33,0.7056,0.7056,True,False,-2021.33
2026-04-23,Thursday,False,False,7,False,1311.635498046875,3.2243294299405534e-05,2.4582511183494385e-06,1,0.4429,0.5571,True,False,-1034.55,False,,0.0,0.5663,0.5663,False,,0.0
2026-04-24,Friday,True,False,6,False,1300.9332275390625,2.18003612295297,0.16757478991269065,1,0.65,0.65,True,True,-2671.96,True,True,-2671.96,0.6809,0.6809,False,,0.0
2026-04-27,Monday,False,True,3,True,1312.1309814453125,3.0688900096720317e-06,2.3388594988372648e-07,1,0.7986,0.7986,True,True,-1034.89,True,True,-1034.89,0.7684,0.7684,True,True,-1034.89
2026-04-28,Tuesday,False,False,2,True,1312.62646484375,6.342208292904843,0.48316931455894385,1,0.5261,0.5261,False,,0.0,False,,0.0,0.557,0.557,False,,0.0
2026-04-29,Wednesday,False,False,1,True,1294.591064453125,-8.324134298840363,-0.6429933380049037,0,0.496,0.504,False,,0.0,False,,0.0,0.5003,0.5003,False,,0.0
2026-04-30,Thursday,False,False,0,True,1260.501953125,0.0,0.0,0,0.4854,0.5146,False,,0.0,False,,0.0,0.453,0.547,False,,0.0
2026-05-04,Monday,False,True,24,False,1227.106689453125,-8.22509269904549,-0.6702834211352154,0,0.2784,0.7216,True,True,979.15,True,True,979.15,0.2432,0.7568,True,True,979.15
2026-05-05,Tuesday,False,False,23,False,1243.3582763671875,14.170764242790938,1.1397168870902372,1,0.7815,0.7815,True,True,2379.66,True,True,2379.66,0.7242,0.7242,True,True,2379.66
2026-05-06,Wednesday,False,False,22,False,1271.204345703125,8.1258713989846,0.6392262130357996,1,0.7998,0.7998,True,True,924.16,True,True,924.16,0.6637,0.6637,True,True,924.16
2026-05-07,Thursday,False,False,21,False,1258.3218994140625,0.19807880269308953,0.015741504839526747,1,0.2299,0.7701,True,False,-1043.6,True,False,-1043.6,0.1865,0.8135,True,False,-1043.6
2026-05-08,Friday,True,False,20,False,1247.916748046875,-5.549432101518505,-0.4446956986677171,0,0.5544,0.5544,True,False,-4381.79,False,,0.0,0.6437,0.6437,False,,0.0
2026-05-11,Monday,False,True,17,False,1215.7105712890625,-10.70240308806865,-0.8803413691402304,0,0.403,0.597,True,True,1575.63,False,,0.0,0.3346,0.6654,True,True,1575.63
2026-05-12,Tuesday,False,False,16,False,1171.7119140625,-1.882802627798128,-0.1606881866780863,0,0.5415,0.5415,False,,0.0,False,,0.0,0.4797,0.5203,False,,0.0
2026-05-13,Wednesday,False,False,15,False,1175.4775390625,5.846646688369219,0.49738480694681775,1,0.7296,0.7296,True,True,451.05,True,True,451.05,0.7759,0.7759,True,True,451.05
2026-05-14,Thursday,False,False,14,False,1187.864501953125,6.243149830364928,0.5255776075553853,1,0.8194,0.8194,True,True,536.39,True,True,536.39,0.8305,0.8305,True,True,536.39
2026-05-15,Friday,True,False,13,False,1175.9730224609375,-12.585167684413136,-1.0701918703948143,0,0.1534,0.8466,True,True,96.04,True,True,96.04,0.1496,0.8504,True,True,96.04
2026-05-18,Monday,False,True,10,False,1173.49560546875,2.774674654105638,0.23644525306912426,1,0.5365,0.5365,False,,0.0,False,,0.0,0.4196,0.5804,False,,0.0
2026-05-19,Tuesday,False,False,9,False,1198.56689453125,-9.414106974965762,-0.7854469381658955,0,0.664,0.664,True,False,-3189.83,True,False,-3189.83,0.6637,0.6637,True,False,-3189.83
2026-05-20,Wednesday,False,False,8,False,1213.5303955078125,3.3692351883016727,0.2776391263683005,1,0.7772,0.7772,True,True,-164.45,True,True,-164.45,0.8055,0.8055,True,True,-164.45
2026-05-21,Thursday,False,False,7,False,1188.95458984375,4.162036526499833,0.35005849357516666,1,0.2802,0.7198,True,False,-1935.61,True,False,-1935.61,0.2258,0.7742,True,False,-1935.61
2026-05-22,Friday,True,False,6,False,1193.2156982421875,19.720125603556653,1.6526874087063887,1,0.7153,0.7153,True,True,1749.64,True,True,1749.64,0.6473,0.6473,False,,0.0
2026-05-25,Monday,False,True,3,True,1206.3955078125,-1.387362956663992,-0.11500067330154701,0,0.6879,0.6879,True,False,-1289.06,True,False,-1289.06,0.6507,0.6507,True,False,-1420.85
2026-05-26,Tuesday,False,False,2,True,1215.215087890625,3.864635481181722,0.31802069606377015,1,0.6785,0.6785,True,True,-47.99,True,True,-47.99,0.7632,0.7632,True,True,319.15
2026-05-27,Wednesday,False,False,1,True,1232.556884765625,0.0,0.0,0,0.6647,0.6647,True,False,-978.2,True,False,-978.2,0.5633,0.5633,False,,0.0
2026-05-29,Friday,True,False,27,False,1233.349609375,5.846631289273091,0.4740449297450925,1,0.492,0.508,False,,0.0,False,,0.0,0.4327,0.5673,False,,0.0
2026-06-01,Monday,False,True,24,False,1204.1162109375,-2.4773534294213277,-0.20574039340376554,0,0.4004,0.5996,True,True,-369.56,False,,0.0,0.3156,0.6844,True,True,-369.56
2026-06-02,Tuesday,False,False,23,False,1215.7105712890625,-0.09917322371893533,-0.008157634395971265,0,0.5984,0.5984,True,False,-989.75,False,,0.0,0.4886,0.5114,False,,0.0
2026-06-03,Wednesday,False,False,22,False,1207.188232421875,-8.125860602471676,-0.673122913579888,0,0.2965,0.7035,True,True,969.77,True,True,969.77,0.3386,0.6614,True,True,969.77
2026-06-04,Thursday,False,False,21,False,1205.9000244140625,7.035848917559633,0.5834520918082158,1,0.3689,0.6311,True,False,-2630.22,False,,0.0,0.4019,0.5981,False,,0.0
2026-06-05,Friday,True,False,20,False,1206.49462890625,-17.341886257242322,-1.437377825126635,0,0.2108,0.7892,True,True,1153.27,True,True,1153.27,0.2473,0.7527,True,True,1153.27
2026-06-08,Monday,False,True,17,False,1182.6124267578125,2.5765406560710744,0.2178685592823324,1,0.3889,0.6111,True,False,-1554.54,False,,0.0,0.3693,0.6307,False,,0.0
2026-06-09,Tuesday,False,False,16,False,1201.3416748046875,-2.1381918941187905e-05,-1.7798366101520743e-06,0,0.3825,0.6175,True,True,-955.95,False,,0.0,0.3306,0.6694,True,True,-955.95
2026-06-10,Wednesday,False,False,15,False,1190.044677734375,-6.936766672349222,-0.5828996845358397,0,0.1327,0.8673,True,True,699.58,True,True,699.58,0.1216,0.8784,True,True,699.58
2026-06-11,Thursday,False,False,14,False,1179.4412841796875,19.621154401171225,1.6635973883869872,1,0.7151,0.7151,True,True,3719.67,True,True,3719.67,0.7211,0.7211,True,True,3719.67
2026-06-12,Friday,True,False,13,False,1216.8006591796875,23.88213873332188,1.9626993586132795,1,0.5318,0.5318,False,,0.0,False,,0.0,0.5617,0.5617,False,,0.0
2026-06-15,Monday,False,True,10,False,1254.2589111328125,6.242992545985089,0.49774352731897975,1,0.8189,0.8189,True,True,489.05,True,True,489.05,0.8638,0.8638,True,True,489.05
2026-06-16,Tuesday,False,False,9,False,1252.57421875,5.945759353183121,0.474683197544706,1,0.3602,0.6398,True,False,-2404.58,False,,0.0,0.3624,0.6376,False,,0.0
2026-06-17,Wednesday,False,False,8,False,1279.2310791015625,0.8918904175873195,0.06972082152770377,1,0.367,0.633,True,False,-1223.28,False,,0.0,0.5054,0.5054,False,,0.0
2026-06-18,Thursday,False,False,7,False,1338.1932373046875,1.4865143537858785,0.11108368450433444,1,0.9106,0.9106,True,True,-700.42,True,True,-700.42,0.9106,0.9106,True,True,-700.42
2026-06-19,Friday,True,False,6,False,1357.9134521484375,6.639397318530428,0.4889411256679012,1,0.8822,0.8822,True,True,-1748.19,True,True,-1748.19,0.9223,0.9223,True,True,-1748.19
2026-06-22,Monday,False,True,3,True,1359.39990234375,1.9392001604501274e-05,1.4265119168441459e-06,1,0.6596,0.6596,True,True,-1068.57,True,True,-1068.57,0.702,0.702,True,True,-1068.57
2026-06-23,Tuesday,False,False,2,True,1338.886962890625,-0.09914277114148717,-0.007404864928062359,0,0.2056,0.7944,True,True,-1030.41,True,True,-1030.41,0.2003,0.7997,True,True,-1020.99
2026-06-24,Wednesday,False,False,1,True,1319.6622314453125,4.261236308104344,0.3229035586960292,1,0.5348,0.5348,False,,0.0,False,,0.0,0.5618,0.5618,False,,0.0
2026-06-25,Thursday,False,False,0,True,1305.09521484375,0.0,0.0,0,0.4531,0.5469,False,,0.0,False,,0.0,0.327,0.673,True,True,-1029.88
2026-06-29,Monday,False,True,31,False,1286.1678466796875,3.864744072145868,0.3004852035543351,1,0.6036,0.6036,True,True,-98.52,False,,0.0,0.5327,0.5327,False,,0.0
2026-06-30,Tuesday,False,False,30,False,1293.6990966796875,3.2702138642300724,0.25278009953188973,1,0.7348,0.7348,True,True,-245.08,True,True,-245.08,0.8019,0.8019,True,True,-245.08
2026-07-01,Wednesday,False,False,29,False,1320.35595703125,3.3693545955843547,0.2551853216279774,1,0.722,0.722,True,True,-240.53,True,True,-240.53,0.7374,0.7374,True,True,-240.53
2026-07-02,Thursday,False,False,28,False,1338.5897216796875,7.035819213397417,0.525614316279729,1,0.7884,0.7884,True,True,617.26,True,True,617.26,0.7479,0.7479,True,True,617.26
2026-07-03,Friday,True,False,27,False,1338.3914794921875,-0.594624945715168,-0.04442832719921234,0,0.6945,0.6945,True,False,-3419.9,True,False,-3419.9,0.7621,0.7621,True,False,-3419.9
